Row	Column	Timepoint	Nuclei_Number_of_Objects	Nuclei_IntNucGFP_Mean_Mean_per_Well	Nuclei_IntNucGFP_StdDev_Mean_per_Well	Nuclei_IntNucGFP_Sum_Mean_per_Well	Nuclei_IntNucGFP_Contrast_Mean_per_Well	Nuclei_IntCell DPC Mean_Mean_per_Well	Nuclei_IntCell_DPC_StdDev_Mean_per_Well	Nuclei_IntCell_DPC_Sum_Mean_per_Well	Nuclei_IntCell_DPC_Contrast_Mean_per_Well	Nuclei_NucMoph_Area_Micrometers_Mean_per_Well	Nuclei_NucMoph_Roundness_Mean_per_Well	Nuclei_NucMoph_Ratio_Width_to_Length_Mean_per_Well	Nuclei_CellMoph_Area_Micrometers_ Mean_per_Well	Nuclei_CellMoph_Roundness_Mean_per_Well	Nuclei_CellMoph_Ratio_Width_to_Length_Mean_per_Well	Time_in_seconds	Compound	Concentration
I	1	11	304	430.3	40.27	46512	0.1955	225.7	109.3	85048	0.3281	105.6	0.6335	0.4411	241.5	0.6152	0.401	19802	Mock	0
I	1	12	115	597.9	82.48	92050	0.3529	622.9	287.1	249219	0.6946	144.4	0.8637	0.6043	405.7	0.7536	0.4667	21601	Mock	0
I	1	13	286	438.7	37.7	44762	0.2145	283.9	135.2	106564	0.2919	97.32	0.6635	0.451	235.6	0.6493	0.411	23402	Mock	0
I	1	14	250	433.8	39.8	51619	0.1988	294.6	144.8	116132	0.3842	106.9	0.6552	0.4518	268.8	0.6316	0.3956	25201	Mock	0
I	1	15	146	511.1	60.86	71320	0.2679	445.5	212.9	164345	0.5504	115.6	0.7641	0.5288	310.3	0.7046	0.433	27001	Mock	0
I	1	16	267	412.1	38.61	52450	0.1961	284.1	139.5	101658	0.3365	125	0.6461	0.4488	254.6	0.6266	0.4022	28801	Mock	0
I	1	17	132	622.1	70.03	81307	0.3519	477.1	224	187392	0.4455	126.6	0.8449	0.5765	341.9	0.7471	0.4598	30602	Mock	0
I	1	18	135	609.6	68.83	76493	0.3495	479	231.5	183381	0.5182	121.1	0.8181	0.5579	324.8	0.7511	0.463	34201	Mock	0
I	1	19	158	628.9	66.92	69343	0.3461	462.9	217.4	164172	0.4708	106.4	0.8216	0.5579	274.2	0.7646	0.4814	37801	Mock	0
I	1	20	147	648.2	70.35	73385	0.3574	532.4	254.5	196816	0.4937	111	0.8278	0.569	309.7	0.7546	0.4622	41401	Mock	0
I	1	21	120	573.9	71.46	87850	0.333	709.2	323.6	242608	0.6476	142.4	0.8488	0.5862	379.2	0.757	0.4569	45001	Mock	0
I	1	22	140	639.5	71.77	76603	0.3531	581.6	275.9	221142	0.4803	116.5	0.8311	0.5748	330.4	0.7525	0.4571	48602	Mock	0
I	1	23	125	629.3	77.03	87228	0.3457	686.4	317.1	245713	0.6065	131.1	0.8333	0.5709	354.8	0.74	0.4382	52201	Mock	0
H	1	0	129	556.6	86.43	68975	0.3829	616.1	295.6	223295	0.814	124.6	0.8251	0.5875	362.4	0.8	0.4937	0	Mock	0
H	1	1	142	447.2	64.03	57086	0.3564	728.7	322.1	215174	0.7842	130.1	0.829	0.5905	353.9	0.7782	0.4886	1802	Mock	0
H	1	2	499	292	25.61	31424	0.1253	232.6	112.3	66737	0.3029	100.8	0.5945	0.4213	186.3	0.6072	0.403	3601	Mock	0
H	1	3	394	333.6	32.29	37929	0.1458	283.1	134	85650	0.3882	110.6	0.6061	0.4315	225	0.6175	0.4104	5402	Mock	0
H	1	4	640	297	22.42	29212	0.1003	165.7	84.52	47204	0.2058	91.93	0.5855	0.4092	164.7	0.5991	0.3961	7202	Mock	0
H	1	5	316	368.7	38.38	45740	0.1661	279.5	136	92593	0.4523	119.7	0.6491	0.4682	258.7	0.6358	0.4159	9002	Mock	0
H	1	6	441	333.6	29.4	39318	0.1327	227.4	113.4	74117	0.3722	113.6	0.6011	0.4326	225.5	0.6022	0.399	10801	Mock	0
H	1	7	333	359.4	37	43429	0.1676	282.6	139.1	95660	0.3921	116.2	0.6442	0.456	247.5	0.6261	0.4054	12602	Mock	0
H	1	8	351	373.9	37.54	42327	0.1633	278.2	136.9	85888	0.452	106.9	0.6419	0.4541	232.1	0.6269	0.4037	14401	Mock	0
H	1	9	400	355.1	33.94	44407	0.1469	260.5	126.3	89759	0.3528	125.7	0.6113	0.4387	250.8	0.6055	0.396	16202	Mock	0
H	1	10	357	368	36.85	45539	0.1604	263.1	125.7	95492	0.4359	121.6	0.6283	0.4495	261	0.6206	0.4042	18002	Mock	0
H	1	11	421	358.7	33.62	44322	0.1432	253.2	119.8	84698	0.3571	124.3	0.5993	0.4321	245	0.6003	0.3949	19802	Mock	0
H	1	12	366	384.7	39.12	42781	0.1678	331.1	154.2	105200	0.4478	106.5	0.6448	0.4591	246.5	0.6334	0.409	21602	Mock	0
H	1	13	655	313.5	25.84	35073	0.1039	176.4	87.41	57250	0.1598	108.8	0.5942	0.4175	187.9	0.5991	0.398	23402	Mock	0
H	1	14	699	320.6	25.04	31213	0.0973	175.2	86.4	51872	0.2445	91.66	0.5901	0.4058	170.3	0.6015	0.3955	25201	Mock	0
H	1	15	775	323.5	23.84	27687	0.09345	179.2	89.17	49834	0.1998	78.07	0.5909	0.4062	145.3	0.603	0.3907	27001	Mock	0
H	1	16	161	524.1	72.78	66550	0.3344	638.5	307	243848	0.8301	133.4	0.8455	0.5948	416.7	0.7569	0.4563	28801	Mock	0
H	1	17	321	398.9	41.91	45486	0.1763	315.7	157.5	115373	0.4944	107.3	0.6562	0.4655	272.4	0.6259	0.3917	30602	Mock	0
H	1	18	303	390.6	40.26	48563	0.1729	356.1	178.9	142971	0.5008	118.4	0.6652	0.4834	301.6	0.6303	0.3987	34201	Mock	0
H	1	19	359	397	38.95	48856	0.1593	334	165.5	127466	0.4734	120.7	0.6327	0.4592	271	0.6239	0.4051	37801	Mock	0
H	1	20	271	447.5	50.2	56500	0.202	428.4	202.7	156180	0.5227	125.6	0.6808	0.4874	305.3	0.6478	0.4051	41401	Mock	0
H	1	21	353	382.9	39.92	46658	0.1616	361.6	172.2	132008	0.4332	120.5	0.6355	0.4514	274.3	0.6185	0.3922	45001	Mock	0
H	1	22	280	446.9	50.11	49402	0.2064	460.2	223.4	172729	0.5755	99.92	0.6945	0.4838	289.3	0.6646	0.4097	48602	Mock	0
H	1	23	323	423.4	45.34	51615	0.1821	360.9	175.6	140833	0.5269	118	0.6625	0.4681	298.1	0.6351	0.3948	52201	Mock	0
G	1	0	104	510.5	75.23	69675	0.3699	714.8	342.3	256669	0.8513	140.1	0.8538	0.5979	382.8	0.7818	0.4752	0	Mock	0
G	1	1	107	442.7	65.04	58906	0.3458	749.3	342.5	235388	0.7752	134.8	0.8586	0.5917	366.1	0.8058	0.5043	1802	Mock	0
G	1	2	5269	223.5	9.129	9668	0.03667	60.77	34.34	10155	0.09546	40.64	0.56	0.3741	64.49	0.6015	0.3931	3601	Mock	0
G	1	3	4281	237.3	9.446	10346	0.03856	66.2	36.79	10131	0.0856	40.46	0.5634	0.3762	60.74	0.6025	0.3949	5402	Mock	0
G	1	4	143	485	65.95	60216	0.313	699.1	323.3	250023	0.7852	123.9	0.8566	0.5992	419.1	0.7854	0.4864	7202	Mock	0
G	1	5	126	527	74.01	71169	0.3324	652.3	300.8	258558	0.7978	140.2	0.8842	0.62	473.5	0.7737	0.476	9002	Mock	0
G	1	6	135	514.6	70.42	67138	0.3181	669.3	305.9	266164	0.798	133.3	0.8595	0.6078	460.6	0.7615	0.4712	10801	Mock	0
G	1	7	130	505.9	69.8	66235	0.3309	641.7	290.9	235675	0.8026	133.1	0.8817	0.6133	431.6	0.7803	0.4778	12602	Mock	0
G	1	8	211	412	46.02	48002	0.21	447.2	208.2	166976	0.5493	104.5	0.7076	0.4943	337.3	0.6722	0.4173	14402	Mock	0
G	1	9	127	538.1	76.59	71354	0.335	664.3	299.1	240953	0.7678	136.4	0.8843	0.6357	427.1	0.7692	0.4749	16202	Mock	0
G	1	10	138	501.4	66.57	63729	0.3094	620.4	282.1	244136	0.748	126.9	0.8577	0.6024	436.6	0.7521	0.4549	18002	Mock	0
G	1	11	139	504.3	65.21	64625	0.2988	631.8	289.4	248884	0.7477	125.7	0.8447	0.5878	425.8	0.7549	0.444	19802	Mock	0
G	1	12	315	356.5	32.99	44985	0.1325	277	128	104960	0.2859	126.5	0.6257	0.4464	290.3	0.6209	0.4061	21602	Mock	0
G	1	13	139	495.6	67.64	63794	0.3119	663.2	315.6	253307	0.7739	130.1	0.8474	0.5842	438.6	0.7513	0.4485	23402	Mock	0
G	1	14	273	383.9	38.94	58303	0.1673	363.8	171.2	145983	0.4088	164.2	0.6528	0.4643	357.8	0.6242	0.4003	25202	Mock	0
G	1	15	316	384.3	37.01	54589	0.1561	374.5	178.6	139023	0.4156	149.9	0.6371	0.4538	333.7	0.6227	0.4016	27002	Mock	0
G	1	16	135	518.9	72.37	68197	0.3252	692.3	323.7	281945	0.7924	134.6	0.8622	0.6161	468.8	0.7293	0.4393	28801	Mock	0
G	1	17	143	566.7	79.86	70691	0.3303	737.8	333.8	297521	0.7786	128.5	0.8709	0.6088	457.1	0.749	0.4504	30602	Mock	0
G	1	18	141	540.4	75.26	67664	0.3265	723.2	325.6	290128	0.7652	128.3	0.8599	0.6031	457.4	0.7344	0.4311	34201	Mock	0
G	1	19	556	339.8	25.38	36301	0.0976	197.5	95.42	78500	0.1997	101.3	0.5889	0.4131	218.1	0.5862	0.3819	37801	Mock	0
G	1	20	363	384.1	35.34	50578	0.1412	334.9	156.7	132324	0.3622	133.9	0.6256	0.4358	306	0.6034	0.3838	41401	Mock	0
G	1	21	133	555.7	78.65	73367	0.337	914.5	411.3	379743	0.806	134.7	0.873	0.612	481.2	0.7468	0.4455	45001	Mock	0
G	1	22	342	394	38.44	54730	0.1531	417.7	195.7	145550	0.3776	145.6	0.6447	0.4553	306.1	0.621	0.4031	48602	Mock	0
G	1	23	320	395.4	39.02	50140	0.1581	429.2	198.2	176968	0.4141	121.1	0.6531	0.4629	315.5	0.6235	0.3999	52201	Mock	0
F	1	0	433	317.3	25.92	40047	0.1368	136.2	67.72	49676	0.2958	127.5	0.5924	0.4218	234.8	0.5964	0.3918	0	Mock	0
F	1	1	7254	198.6	8.178	7852	0.03904	38.71	22.61	5745	0.06388	37.45	0.5661	0.3768	55.56	0.5985	0.3915	1802	Mock	0
F	1	2	2540	228.3	10.12	10331	0.04696	60.72	33.96	10939	0.1226	40.75	0.5728	0.3838	70.2	0.6073	0.3957	3601	Mock	0
F	1	3	2452	239.3	10.09	10852	0.04559	63.26	34.4	12068	0.1409	40.64	0.567	0.3773	76.73	0.6051	0.3916	5402	Mock	0
F	1	4	126	470.2	60.59	62439	0.3053	378.4	172.2	159895	0.6541	135.4	0.8688	0.6188	430.5	0.7627	0.4703	7202	Mock	0
F	1	5	656	298	17.81	23845	0.08266	133.9	66.9	44206	0.2519	71.89	0.5571	0.3825	180.7	0.5813	0.3755	9002	Mock	0
F	1	6	503	309.9	21.71	27616	0.0944	125.2	63.15	49587	0.2354	79.61	0.5602	0.3918	191.1	0.5728	0.3748	10801	Mock	0
F	1	7	113	497.3	67.27	72375	0.3142	435.9	197.2	203945	0.7255	155.2	0.8949	0.6263	498.5	0.7635	0.4705	12602	Mock	0
F	1	8	283	361.6	34.76	40881	0.1474	248.5	115.7	101906	0.478	105.4	0.6331	0.4481	303.2	0.6306	0.4083	14401	Mock	0
F	1	9	405	329.3	25.23	31117	0.1087	175.8	84.12	68455	0.3354	83.66	0.5891	0.4046	239.6	0.5982	0.3826	16202	Mock	0
F	1	10	483	315.1	22.19	28748	0.09364	149.6	71.89	58561	0.3005	81.48	0.5686	0.4003	218.6	0.5857	0.3772	18002	Mock	0
F	1	11	726	304.4	17.96	25774	0.07153	107.7	54.23	40217	0.2883	77.21	0.5329	0.3753	193.2	0.5662	0.3666	19802	Mock	0
F	1	12	564	316.3	20.97	27525	0.08489	134.3	66	53625	0.2953	77.13	0.5552	0.3857	207.1	0.5723	0.3662	21602	Mock	0
F	1	13	395	325	24.92	32817	0.1129	188.6	87.75	80329	0.3859	90.07	0.595	0.4207	265.3	0.5999	0.3846	23402	Mock	0
F	1	14	322	355.9	29.78	38813	0.1247	196.7	93.45	94639	0.3958	98.5	0.6071	0.4237	312.1	0.5994	0.3832	25202	Mock	0
F	1	15	245	401	41.99	49725	0.168	262.9	125.1	113850	0.479	119.9	0.6569	0.4768	346.5	0.6282	0.4061	27002	Mock	0
F	1	16	499	317.4	23.03	30418	0.09897	187.2	92.79	75559	0.3453	87.2	0.5553	0.3903	256	0.5669	0.3684	28801	Mock	0
F	1	17	3236	270	10.16	12573	0.03923	62.86	34.03	14252	0.1738	42.79	0.5612	0.376	81.37	0.6047	0.3919	30602	Mock	0
F	1	18	120	543.5	75.66	77384	0.3265	559.5	254	269448	0.7539	152	0.8951	0.6318	554.8	0.7426	0.4411	34201	Mock	0
F	1	19	194	464.1	52.37	56695	0.2367	387.9	178.7	167695	0.5722	114.8	0.7579	0.5273	360.6	0.6775	0.4016	37801	Mock	0
F	1	20	148	545	70.83	72505	0.3133	588.8	269.2	261033	0.7516	137.5	0.8648	0.6046	476.6	0.7399	0.4392	41401	Mock	0
F	1	21	476	343.7	27.52	38328	0.1207	224	102.9	90439	0.3325	107.8	0.6057	0.4244	255.8	0.5998	0.3859	45001	Mock	0
F	1	22	173	503.1	62.09	68514	0.2798	562.9	252	244591	0.687	138.3	0.8342	0.58	484.8	0.719	0.4376	48602	Mock	0
F	1	23	371	382.6	35.39	47383	0.1522	305.5	137	133464	0.435	118.5	0.6536	0.4645	315	0.6218	0.4	52201	Mock	0
E	1	0	118	501.3	72.62	66274	0.3531	575.3	263.2	256994	0.7889	128.7	0.8305	0.5959	435.8	0.7739	0.4675	0	Mock	0
E	1	1	279	304.5	32.14	34018	0.1771	343	152.9	137521	0.4012	98.25	0.6706	0.4686	281.6	0.6576	0.4168	1802	Mock	0
E	1	2	327	348.5	38.64	43327	0.182	383	168.4	136002	0.4176	124	0.6374	0.4599	309.9	0.6418	0.4237	3601	Mock	0
E	1	3	337	353.4	38.47	42295	0.1743	320.8	148.1	111326	0.3942	116.9	0.6426	0.4692	266.5	0.6356	0.417	5402	Mock	0
E	1	4	354	359.6	37.92	42247	0.1674	293.3	135.2	106973	0.4128	111	0.633	0.4562	260.7	0.6266	0.4061	7202	Mock	0
E	1	5	420	350.4	33.4	39853	0.1395	264.7	122.7	97846	0.3891	109.1	0.6183	0.44	260.5	0.6252	0.4034	9002	Mock	0
E	1	6	383	353.8	34.64	41443	0.1392	246.7	115	101897	0.3656	111.5	0.6091	0.4338	266.9	0.6104	0.4001	10801	Mock	0
E	1	7	299	386.2	43.2	48671	0.1785	318.1	144	147625	0.4886	121.7	0.6571	0.4742	345.2	0.6338	0.4082	12602	Mock	0
E	1	8	295	401.7	44.99	56154	0.1786	301.7	135.3	145042	0.4383	144.7	0.657	0.4803	360.4	0.6274	0.4097	14401	Mock	0
E	1	9	308	404.3	45.55	47950	0.1805	321.3	147.3	140479	0.4689	116.3	0.6539	0.4679	321.9	0.6166	0.3963	16202	Mock	0
E	1	10	298	397.8	44.91	55353	0.1784	319.4	140.4	139499	0.4502	147.1	0.6585	0.4743	343.2	0.6386	0.4142	18002	Mock	0
E	1	11	325	401.1	45.46	47177	0.1695	300.4	141.5	129043	0.4315	112.8	0.6588	0.467	316.6	0.628	0.4036	19802	Mock	0
E	1	12	296	413.7	47.25	49695	0.1844	348	162.4	159394	0.5353	114.8	0.67	0.4774	345.7	0.6258	0.401	21602	Mock	0
E	1	13	335	386	42.29	46380	0.1712	315.3	147.8	135163	0.457	117.6	0.6521	0.4705	310.5	0.6209	0.4031	23402	Mock	0
E	1	14	298	412.5	46.05	53013	0.1777	325.9	153.3	151112	0.4554	129.4	0.6754	0.4871	341	0.6335	0.4046	25202	Mock	0
E	1	15	258	449.9	54.25	54857	0.2086	385.7	177.3	169560	0.5207	116.4	0.7036	0.505	349.8	0.6561	0.4158	27002	Mock	0
E	1	16	338	385.9	41.9	50005	0.1695	362.8	165.7	149877	0.4547	132.4	0.655	0.4707	323.9	0.6327	0.4031	28801	Mock	0
E	1	17	151	620.8	92.88	76949	0.3657	773.3	336.4	315581	0.7832	128.7	0.8976	0.6452	446.2	0.7551	0.456	30602	Mock	0
E	1	18	307	422.9	48.47	49463	0.1874	381.2	177.5	166149	0.48	114.2	0.6618	0.471	327.3	0.6229	0.3994	34201	Mock	0
E	1	19	171	625.9	96.38	75425	0.3607	667.1	301.6	284631	0.7632	124.9	0.8628	0.6077	439.9	0.7284	0.4283	37801	Mock	0
E	1	20	174	611.9	87.22	74963	0.3483	755.5	328.8	308954	0.7502	123.1	0.8724	0.6211	435.6	0.7554	0.4599	41401	Mock	0
E	1	21	165	582.4	84.83	72346	0.3506	739	329.6	325431	0.7615	127.2	0.8804	0.6231	463.3	0.737	0.4339	45001	Mock	0
E	1	22	171	595.3	88.37	76006	0.3433	748.6	331.3	324633	0.7697	128.4	0.8648	0.6026	475.5	0.7317	0.4394	48602	Mock	0
E	1	23	172	616.6	90.93	76897	0.358	822.5	354.1	339063	0.7627	126.4	0.868	0.6094	452	0.7318	0.4313	52201	Mock	0
D	1	0	180	561.2	85.24	81011	0.389	604.1	260.9	254347	0.7838	144.2	0.8923	0.6263	447.3	0.7749	0.4566	0	Mock	0
D	1	1	209	423.6	57.33	60096	0.3303	539.9	238.3	228492	0.7154	141.1	0.8305	0.5849	460.9	0.7448	0.444	1802	Mock	0
D	1	2	177	489.8	69.01	72176	0.3448	659.9	275.2	275893	0.7643	151.7	0.8601	0.6172	455.5	0.786	0.4919	3601	Mock	0
D	1	3	182	507.8	71.92	69855	0.3413	725.8	317.6	291269	0.7441	135.8	0.8397	0.603	427.1	0.795	0.5006	5402	Mock	0
D	1	4	180	510.3	70.45	78051	0.3292	583.6	257.9	250666	0.7526	156.5	0.8709	0.6266	463	0.7761	0.4841	7202	Mock	0
D	1	5	189	536.2	74.61	72066	0.3412	641.4	281.8	250166	0.779	134.2	0.8636	0.6052	437.6	0.7819	0.4868	9002	Mock	0
D	1	6	186	524.6	72.59	76346	0.3257	618	274.9	257996	0.7659	150.2	0.8525	0.6056	454.8	0.7681	0.4733	10801	Mock	0
D	1	7	185	535.8	76.48	76722	0.3369	654.6	282.1	276310	0.7759	151.6	0.8604	0.6083	479.8	0.7637	0.4598	12602	Mock	0
D	1	8	182	553.4	79.36	81100	0.3376	666.1	296.5	278355	0.7625	155.4	0.8804	0.6278	480.2	0.7852	0.4817	14401	Mock	0
D	1	9	190	546.9	75.58	78790	0.3354	643.5	286.4	264548	0.7598	150.1	0.8722	0.6253	452.1	0.7793	0.4755	16202	Mock	0
D	1	10	185	547.7	77.41	76960	0.3413	677.7	295.5	293782	0.7834	141.9	0.8764	0.6252	465.8	0.7831	0.4806	18002	Mock	0
D	1	11	192	556.7	79.26	77223	0.3433	746.4	321.5	325994	0.7858	137.7	0.8465	0.6137	467.9	0.7818	0.4839	19802	Mock	0
D	1	12	198	555.4	77.51	82247	0.3376	675.3	293.4	283830	0.7739	155.7	0.8749	0.6196	472.4	0.7712	0.4705	21602	Mock	0
D	1	13	202	546.5	78.39	74279	0.346	679.8	299.6	274400	0.788	140	0.8791	0.6321	461	0.776	0.4754	23402	Mock	0
D	1	14	183	583.7	84.74	82430	0.3502	688.4	306.6	305808	0.7718	144	0.8825	0.6383	485.9	0.7762	0.4799	25202	Mock	0
D	1	15	200	575.4	81.49	84559	0.337	668.4	290.6	296928	0.7741	155.2	0.8702	0.6167	501.1	0.7663	0.47	27002	Mock	0
D	1	16	217	524.6	72.77	77643	0.3254	662.9	288.9	281895	0.7972	151.6	0.8631	0.6071	491.2	0.7528	0.4532	28801	Mock	0
D	1	17	227	563	77.11	78436	0.3276	663.1	295.6	263470	0.7692	143.6	0.8605	0.6095	453.8	0.7642	0.4613	30602	Mock	0
D	1	18	228	558.8	78.22	75515	0.3264	732.3	332.3	303952	0.7756	142.4	0.8505	0.5992	469.4	0.756	0.4522	34201	Mock	0
D	1	19	250	588.4	82.82	76452	0.3231	727.5	316.2	285047	0.7715	140.5	0.8394	0.5921	448.8	0.7536	0.447	37801	Mock	0
D	1	20	319	508.7	63.38	65797	0.2526	603.9	269.3	251886	0.7278	126.3	0.7765	0.542	434	0.7195	0.4292	41401	Mock	0
D	1	21	260	531.1	72.53	72714	0.3115	753.8	328.4	317468	0.7793	140	0.8453	0.5965	469.8	0.7443	0.4429	45001	Mock	0
D	1	22	255	562.9	77	81054	0.318	746.5	320.1	315835	0.7865	148.8	0.8587	0.6066	498.2	0.7546	0.4523	48602	Mock	0
D	1	23	265	553.6	76.62	78042	0.312	844.2	364.4	331159	0.7984	147.7	0.838	0.5964	466.9	0.7679	0.4635	52201	Mock	0
C	1	0	318	346.9	38.08	39292	0.1687	339.7	157.5	115335	0.4919	102.9	0.6266	0.4365	284.4	0.631	0.4037	0	Mock	0
C	1	1	288	299.5	31.63	44364	0.1613	336.4	148.2	122728	0.3492	156.9	0.6098	0.4364	292.3	0.6106	0.4021	1802	Mock	0
C	1	2	114	522.6	78.69	67703	0.3809	810.8	339.6	298893	0.8365	131.7	0.8967	0.6442	428.6	0.8202	0.5116	3601	Mock	0
C	1	3	255	375.9	42.2	41901	0.1882	422	188.7	159403	0.4991	102	0.6839	0.4857	293	0.6717	0.4325	5402	Mock	0
C	1	4	267	373.5	41.96	48762	0.1822	349.8	158.6	144270	0.4508	135	0.6688	0.4808	327.1	0.6456	0.4227	7202	Mock	0
C	1	5	332	359.7	36.91	47679	0.1525	310.3	143.7	125877	0.4187	137.1	0.6227	0.4433	297.5	0.6105	0.3966	9002	Mock	0
C	1	6	309	363.4	36.64	44162	0.154	292.9	139.1	125253	0.4325	115.6	0.633	0.4528	288.1	0.605	0.3905	10801	Mock	0
C	1	7	128	550.2	80.38	72301	0.3528	750.7	321	327534	0.8646	135.8	0.8956	0.6372	489.3	0.7692	0.464	12602	Mock	0
C	1	8	304	385.7	40.53	54471	0.1662	326.9	152.4	143742	0.4766	150.1	0.6456	0.4564	347.5	0.6235	0.3924	14401	Mock	0
C	1	9	348	365.9	36.5	51732	0.1476	293.9	137.4	121415	0.428	149.9	0.619	0.436	319.9	0.6058	0.3842	16202	Mock	0
C	1	10	288	375.1	39.86	44305	0.1682	338.5	156.8	136779	0.5047	114.8	0.6446	0.4552	306.5	0.618	0.3914	18002	Mock	0
C	1	11	138	560.3	80.07	72879	0.3415	703.1	310.4	286654	0.8239	134.5	0.8828	0.6064	451.6	0.7592	0.4483	19802	Mock	0
C	1	12	327	385.6	39.71	52482	0.1617	341.1	160.2	149617	0.4713	140.7	0.6388	0.4493	346	0.6225	0.3976	21602	Mock	0
C	1	13	140	560.9	82.95	72027	0.3611	769.7	338.8	340362	0.8229	130.2	0.8572	0.6075	471.9	0.7474	0.4396	23402	Mock	0
C	1	14	140	588.1	86.07	76308	0.3559	797.3	351.1	330892	0.8592	130.3	0.8519	0.5972	471.3	0.742	0.4393	25202	Mock	0
C	1	15	274	427.8	47.56	51426	0.1892	415	194.6	186339	0.5117	111.2	0.6776	0.4814	345.3	0.6423	0.4147	27002	Mock	0
C	1	16	144	554.9	81.08	73827	0.3534	784.2	354.2	362885	0.8712	133.7	0.8638	0.6061	517.2	0.7747	0.4661	28801	Mock	0
C	1	17	152	573	81.97	76596	0.3445	823.4	373.9	375607	0.8685	135.5	0.8537	0.6065	529.1	0.7588	0.4586	30602	Mock	0
C	1	18	328	390.3	39.63	49170	0.1708	395.7	182.4	176826	0.4585	122.6	0.6645	0.468	329.3	0.6276	0.3974	34201	Mock	0
C	1	19	234	466	53.8	57103	0.2225	508.2	234.7	228654	0.5874	109.8	0.7342	0.5075	373.4	0.66	0.3988	37801	Mock	0
C	1	20	149	612	88.31	82768	0.3547	818.8	354.8	351285	0.8276	137.2	0.8917	0.6282	480.3	0.7634	0.4656	41401	Mock	0
C	1	21	304	407.7	44.93	51549	0.1834	459.3	205	202387	0.4721	120.6	0.6747	0.4736	338.3	0.6327	0.4115	45001	Mock	0
C	1	22	146	614	88.9	88599	0.3537	898.6	391.7	446052	0.8565	147.4	0.8942	0.6267	550.2	0.7422	0.4467	48602	Mock	0
C	1	23	151	599.5	85.59	81920	0.3519	888.3	393.5	418540	0.8397	138.6	0.898	0.6393	527.7	0.7428	0.4421	52201	Mock	0
B	1	0	402	353.5	35.11	40596	0.1751	446.7	193.6	164134	0.4995	103.7	0.6177	0.4214	260.3	0.6467	0.4101	0	Mock	0
B	1	1	343	305.8	32.39	35005	0.1838	410.7	187.9	135631	0.5415	101.8	0.6528	0.4482	274.4	0.6625	0.4077	1802	Mock	0
B	1	2	529	298.9	25.53	32011	0.1309	348.6	148.7	131316	0.4005	101.5	0.5879	0.4145	242.4	0.6152	0.4028	3601	Mock	0
B	1	3	179	470.3	62.42	64575	0.3119	693.2	308.6	281799	0.7742	144	0.826	0.5559	435.5	0.7773	0.4623	5402	Mock	0
B	1	4	423	335.5	31.28	40466	0.1549	349.1	161.2	124699	0.4951	117.2	0.6293	0.437	286.1	0.6408	0.4078	7202	Mock	0
B	1	5	181	501.8	68.26	63670	0.317	672.6	298.1	291167	0.8358	130.8	0.809	0.5737	457.3	0.7629	0.4588	9002	Mock	0
B	1	6	367	354.1	34.04	48194	0.1575	294.6	141.1	124223	0.4527	135.5	0.6423	0.4574	321.4	0.6335	0.4083	10801	Mock	0
B	1	7	334	368.8	37.96	48700	0.1764	364.3	175.4	159317	0.5165	131	0.6506	0.4561	337.6	0.6386	0.406	12602	Mock	0
B	1	8	414	355.6	32.3	45410	0.1491	331.8	157.3	127997	0.4731	123.4	0.6218	0.4405	298.4	0.6302	0.402	14401	Mock	0
B	1	9	415	349.4	31.26	42448	0.1436	283.5	137.5	124679	0.4665	112.7	0.64	0.4533	296.9	0.6233	0.3953	16202	Mock	0
B	1	10	235	434.7	51.44	55627	0.2441	479.3	220.3	217657	0.5903	123.8	0.7568	0.5218	397.4	0.7068	0.4365	18002	Mock	0
B	1	11	752	317.3	22.58	31013	0.09551	217.2	103.9	72484	0.3065	90.69	0.5982	0.4136	193.8	0.6204	0.4022	19802	Mock	0
B	1	12	383	363.3	34.93	47598	0.1552	324.6	158.9	154302	0.472	127.1	0.6477	0.4618	319.5	0.6347	0.4058	21602	Mock	0
B	1	13	430	338.1	30.5	43902	0.1406	298.7	145	152006	0.4314	126.4	0.6202	0.4442	306.9	0.6179	0.3957	23402	Mock	0
B	1	14	367	363.9	34.04	52639	0.1459	322.4	155.7	182210	0.4653	142.8	0.6318	0.4592	353.8	0.6238	0.4029	25202	Mock	0
B	1	15	165	531.4	70.65	83492	0.306	672.9	310	350727	0.8334	174.4	0.8511	0.6107	575.7	0.757	0.4593	27002	Mock	0
B	1	16	166	490	64.09	77128	0.3006	656.5	302.2	358020	0.8145	170.6	0.8526	0.6093	558.3	0.7433	0.447	28801	Mock	0
B	1	17	960	305.6	19.4	28708	0.07529	222.9	96.54	70725	0.2636	87.27	0.5843	0.4018	172.3	0.6227	0.4022	30602	Mock	0
B	1	18	327	374.6	36.9	49483	0.1629	357.1	168.3	155622	0.4752	126.3	0.6591	0.4758	332.5	0.6385	0.413	34201	Mock	0
B	1	19	183	509.3	64.68	75365	0.2852	724.2	326.7	318986	0.8163	159	0.8207	0.5787	524.8	0.7369	0.4434	37801	Mock	0
B	1	20	377	390.6	36.91	48014	0.1556	414.9	190.4	180795	0.4812	117.9	0.6333	0.4539	327.9	0.6349	0.405	41401	Mock	0
B	1	21	395	378	36.41	42259	0.1683	455	212.6	166103	0.5877	104.1	0.6608	0.4581	285.9	0.6667	0.4081	45001	Mock	0
